,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
30939,2.0,1,28,3.0,2,0,0,69,0
30940,3.0,1,43,3.0,7,1,0,58,1
30941,2.0,1,42,4.0,2,0,0,78,0
30942,2.0,1,33,5.0,6,1,0,48,1
30943,2.0,1,31,5.0,4,0,0,47,0
30944,3.0,1,54,3.0,20,0,0,49,0
30945,2.0,1,27,3.0,3,0,0,81,0
30947,3.0,1,43,2.0,15,0,0,46,0
30950,2.0,2,34,3.0,2,1,0,62,0
30951,3.0,1,37,1.0,5,0,0,66,0
30952,3.0,2,42,4.0,15,1,0,47,1
30953,2.0,1,34,2.0,5,1,0,67,0
30954,3.0,1,40,3.0,7,1,0,80,0
30955,3.0,1,39,5.0,8,1,0,48,0
30956,2.0,1,29,4.0,8,1,0,49,0
30957,2.0,2,27,4.0,2,0,0,52,0
30958,2.0,1,33,1.0,7,0,0,49,0
30959,2.0,1,25,5.0,3,0,0,87,0
30960,2.0,1,29,5.0,8,1,0,80,1
30961,2.0,1,41,4.0,11,0,0,68,0
30962,3.0,1,37,1.0,7,0,0,54,0
30963,2.0,1,27,3.0,2,0,0,80,0
30964,2.0,1,40,3.0,13,0,0,47,0
30965,2.0,1,48,5.0,18,0,0,70,0
30966,2.0,1,30,3.0,4,0,0,66,0
30967,2.0,1,28,3.0,4,0,0,82,0
30968,2.0,1,30,5.0,7,0,0,70,0
30969,3.0,1,31,1.0,4,0,0,84,0
30970,3.0,1,34,2.0,5,1,0,78,1
30971,2.0,1,36,3.0,4,0,0,48,0
30972,2.0,1,45,1.0,4,0,0,50,0
30973,2.0,1,29,4.0,5,0,0,48,0
30974,3.0,1,31,2.0,4,0,0,53,0
30975,2.0,1,37,2.0,8,0,0,48,0
30976,2.0,1,32,1.0,4,0,0,50,0
30977,3.0,1,44,3.0,12,0,0,68,0
30978,3.0,1,41,5.0,14,0,0,59,0
30979,2.0,1,35,5.0,2,0,1,94,1
30980,3.0,1,38,3.0,5,0,0,66,0
30982,2.0,1,38,4.0,8,0,0,60,0
30983,2.0,1,43,5.0,5,1,0,58,0
30984,2.0,3,28,1.0,3,0,0,49,0
30985,3.0,2,32,3.0,3,1,0,89,1
30986,2.0,1,37,4.0,9,0,0,68,0
30987,2.0,1,29,5.0,5,1,0,87,1
30988,2.0,1,39,3.0,2,0,0,77,0
30989,2.0,1,32,1.0,6,0,0,71,0
30990,3.0,1,41,4.0,5,1,1,91,1
30991,3.0,1,34,5.0,4,1,0,62,0
30992,2.0,1,47,1.0,3,1,0,49,0
30993,2.0,1,39,3.0,8,0,0,70,1
30994,3.0,1,38,1.0,4,0,0,53,0
30995,2.0,1,33,3.0,6,1,0,71,0
30997,2.0,1,40,5.0,7,1,0,59,0
30998,2.0,1,28,1.0,4,1,0,83,0
30999,2.0,1,29,3.0,3,1,0,53,0
31000,2.0,1,37,5.0,4,0,0,61,0
31001,3.0,1,37,3.0,5,1,0,70,0
31002,2.0,1,46,4.0,2,0,0,51,0
31003,2.0,2,25,5.0,3,1,0,63,0
31004,2.0,1,45,3.0,6,0,0,56,0
31005,3.0,2,37,3.0,8,0,0,60,0
31007,2.0,1,37,3.0,5,1,0,84,0
31008,2.0,1,29,5.0,6,0,1,71,1
31009,2.0,1,41,1.0,9,0,0,51,0
31010,3.0,1,32,5.0,4,1,0,48,0
31012,2.0,1,30,3.0,6,0,0,61,0
31013,3.0,2,35,5.0,9,1,0,83,0
31014,2.0,1,45,4.0,6,0,0,59,0
31015,2.0,1,34,4.0,8,0,0,81,0
31016,3.0,1,45,1.0,5,0,0,52,0
31017,2.0,1,48,5.0,7,1,0,48,1
31018,2.0,1,33,4.0,8,1,0,80,0
31019,2.0,1,29,5.0,2,1,0,93,1
31020,3.0,1,46,5.0,16,0,0,49,0
31021,2.0,2,33,4.0,3,1,0,52,0
31022,2.0,1,33,4.0,3,0,0,57,0
31023,3.0,1,39,3.0,4,0,0,54,0
31024,3.0,1,41,3.0,13,0,0,77,0
31025,2.0,1,31,2.0,5,0,0,48,0
31026,2.0,1,30,5.0,4,1,0,62,0
31027,2.0,1,29,4.0,5,1,0,81,0
31028,3.0,2,36,3.0,4,0,0,54,0
31029,2.0,3,25,3.0,3,1,0,87,0
31031,2.0,1,28,3.0,2,0,0,69,0
31033,2.0,1,28,3.0,4,0,0,68,0
31034,2.0,1,26,3.0,5,1,0,89,0
31035,3.0,1,43,3.0,11,0,0,85,0
31036,2.0,1,29,3.0,3,1,0,58,0
31037,2.0,5,28,3.0,5,0,0,51,0
31038,2.0,1,29,3.0,3,1,0,81,0
31039,2.0,1,45,5.0,5,1,0,61,0
31040,3.0,2,31,3.0,6,0,0,47,0
31041,3.0,1,41,3.0,8,0,0,47,0
31042,3.0,1,36,3.0,3,0,0,70,0
31043,2.0,1,37,1.0,7,0,0,52,0
31044,3.0,1,42,3.0,2,1,0,94,1
31045,3.0,1,36,3.0,10,0,0,80,0
31046,3.0,1,30,5.0,5,1,0,69,1
31047,3.0,1,45,5.0,17,1,0,44,0
31048,3.0,4,38,3.0,3,0,0,64,0
31049,2.0,1,30,2.0,7,0,0,53,0
31050,3.0,1,36,5.0,2,1,0,52,1
31051,2.0,1,42,1.0,3,0,0,59,0
31052,2.0,1,36,5.0,9,1,0,46,1
31053,3.0,1,31,1.0,4,0,0,50,0
31054,2.0,1,31,1.0,4,1,0,87,0
31055,2.0,1,30,5.0,2,0,0,85,0
31056,3.0,1,37,1.0,3,1,0,77,0
31057,1.0,1,22,3.0,2,0,0,64,0
31059,2.0,1,36,4.0,3,0,0,56,0
31060,3.0,1,28,4.0,1,1,0,87,0
31061,3.0,1,59,2.0,16,1,0,57,1
31062,3.0,1,44,5.0,17,1,0,48,0
31064,2.0,1,26,1.0,3,0,0,81,0
31065,2.0,1,44,1.0,15,0,0,60,0
31066,3.0,1,38,3.0,5,1,0,92,1
31067,2.0,1,43,4.0,7,0,0,73,0
31068,2.0,1,49,3.0,19,1,0,46,0
31070,3.0,2,37,4.0,7,1,0,84,0
31071,2.0,2,60,5.0,37,0,0,48,0
31072,3.0,1,31,5.0,4,0,0,58,0
31073,2.0,1,35,4.0,6,1,0,82,0
31075,3.0,1,44,3.0,8,0,0,61,0
31076,2.0,2,26,4.0,2,0,0,85,0
31079,2.0,1,39,3.0,4,1,0,79,0
31080,2.0,2,31,1.0,6,0,0,48,0
31081,3.0,1,35,3.0,4,0,0,57,0
31082,2.0,1,39,3.0,8,0,0,43,0
31085,3.0,1,32,5.0,7,1,0,67,0
31086,2.0,1,28,3.0,4,1,0,62,1
31087,2.0,2,26,4.0,3,1,0,49,1
31088,2.0,1,43,1.0,16,0,0,51,0
31089,2.0,1,28,3.0,3,0,0,62,0
31090,3.0,1,59,3.0,17,0,0,49,0
31091,3.0,1,39,1.0,4,0,0,82,0
31092,3.0,1,33,5.0,4,0,0,91,1
31093,2.0,1,28,3.0,2,0,0,81,0
31094,2.0,1,49,5.0,3,0,0,66,1
31095,2.0,1,39,1.0,4,1,1,53,0
31097,3.0,1,47,4.0,18,0,0,78,0
31098,2.0,1,39,3.0,5,0,0,47,0
31099,3.0,1,36,4.0,4,0,0,88,0
31100,3.0,1,33,3.0,6,1,0,77,0
31101,3.0,1,47,3.0,4,0,0,58,0
31102,3.0,1,30,3.0,2,0,0,79,0
31103,2.0,1,27,3.0,4,0,0,65,0
31104,3.0,1,41,3.0,10,0,0,47,0
31105,3.0,1,38,2.0,5,0,0,64,0
31106,3.0,1,59,2.0,18,0,0,77,0
31107,2.0,1,28,4.0,3,0,0,49,0
31108,3.0,1,42,5.0,8,1,0,85,0
31109,3.0,1,37,1.0,11,0,0,62,0
31110,1.0,1,23,4.0,2,1,0,62,0
31111,3.0,1,38,3.0,2,1,0,89,0
31113,2.0,3,39,3.0,3,1,0,60,0
31114,2.0,1,33,4.0,2,0,0,70,0
31115,2.0,2,44,3.0,4,0,0,83,0
31116,2.0,1,27,1.0,2,0,0,53,0
31117,2.0,1,33,4.0,7,1,0,82,0
31118,2.0,1,37,3.0,11,0,0,74,0
31119,2.0,1,29,3.0,5,1,0,48,0
31120,2.0,1,30,2.0,3,0,0,50,0
31121,2.0,2,33,5.0,8,1,0,48,0
31123,2.0,1,33,4.0,5,1,0,48,0
31124,3.0,1,36,3.0,2,0,0,50,0
31125,2.0,1,38,3.0,9,1,0,88,0
31126,2.0,1,38,3.0,4,0,0,51,0
31127,2.0,1,38,5.0,10,0,0,60,0
31128,3.0,2,32,4.0,6,1,0,80,1
31129,2.0,1,38,4.0,9,1,0,48,1
31130,2.0,1,33,4.0,4,1,0,49,0
31131,2.0,1,33,5.0,8,1,0,49,0
31132,2.0,1,28,4.0,6,0,0,67,0
31133,3.0,1,31,3.0,3,0,0,80,0
31134,2.0,1,26,2.0,4,1,0,85,0
31136,3.0,2,51,1.0,4,0,0,45,0
31137,3.0,1,46,4.0,3,1,0,56,1
31138,3.0,1,37,5.0,8,1,0,70,0
31139,2.0,1,33,2.0,3,0,0,62,0
31140,2.0,1,34,1.0,2,0,1,57,0
31142,2.0,1,28,4.0,5,0,0,68,0
31143,1.0,3,26,3.0,2,1,0,58,0
31144,2.0,1,33,4.0,6,0,0,48,0
31145,3.0,1,31,5.0,5,1,0,51,0
31146,2.0,1,27,3.0,4,1,0,77,0
31147,2.0,2,39,1.0,8,0,0,50,0
31149,2.0,1,28,3.0,2,1,0,56,0
31150,2.0,1,26,4.0,4,1,0,59,0
31151,2.0,1,32,1.0,7,0,0,67,0
31152,2.0,2,35,4.0,2,1,1,83,0
31154,2.0,1,30,3.0,2,1,0,64,0
31155,2.0,1,33,3.0,3,1,0,48,0
31156,2.0,1,29,2.0,1,1,0,69,0
31157,3.0,1,42,5.0,13,1,0,57,0
31158,2.0,2,34,3.0,8,0,0,67,0
31159,2.0,1,34,5.0,5,1,0,86,0
31160,3.0,1,35,5.0,9,0,0,54,0
31161,2.0,1,37,1.0,4,0,0,74,0
31162,3.0,1,47,4.0,18,1,0,68,1
31163,2.0,1,27,5.0,3,1,0,49,0
31164,2.0,1,24,3.0,3,0,0,52,0
31165,2.0,1,36,4.0,7,1,0,73,0
31166,2.0,1,33,5.0,3,1,0,60,0
31167,2.0,1,31,3.0,6,0,0,85,0
31169,2.0,2,34,4.0,3,0,0,66,0
31170,2.0,1,29,2.0,2,0,0,61,0
31172,3.0,1,33,3.0,7,1,0,48,0
31173,3.0,1,32,3.0,3,0,0,78,0
31174,2.0,1,29,3.0,2,0,0,79,0
31175,3.0,1,30,3.0,5,0,0,79,0
31176,2.0,1,46,1.0,3,0,0,81,0
31177,2.0,1,39,5.0,5,1,0,51,0
31178,2.0,1,32,2.0,7,0,0,61,0
31179,2.0,1,34,3.0,5,0,0,63,0
31180,3.0,1,38,5.0,9,1,0,74,0
31181,2.0,2,28,3.0,2,1,0,60,0
31182,2.0,1,34,3.0,7,0,0,52,0
31183,2.0,1,30,3.0,5,0,0,50,0
31184,3.0,2,37,1.0,5,0,0,52,0
31185,3.0,3,56,3.0,7,0,0,74,0
31186,2.0,1,34,3.0,5,0,0,58,0
31187,3.0,1,33,5.0,5,0,0,47,0
31188,2.0,1,41,1.0,11,0,0,50,0
31189,3.0,1,36,4.0,5,0,0,83,0
31190,3.0,1,36,4.0,7,0,0,63,0
31191,3.0,2,32,5.0,3,0,0,58,0
31192,2.0,1,42,1.0,7,0,0,47,0
31193,3.0,1,35,2.0,10,0,0,57,0
31194,3.0,1,32,5.0,6,0,0,88,0
31195,2.0,1,33,2.0,2,0,0,71,0
31196,3.0,1,41,1.0,3,0,0,84,0
31197,2.0,1,30,5.0,2,0,0,61,0
31198,2.0,1,29,1.0,2,0,0,64,0
31200,3.0,2,39,3.0,7,0,0,82,0
31201,2.0,1,35,3.0,9,0,0,85,0
31202,2.0,1,29,4.0,5,1,0,67,0
31203,3.0,1,35,5.0,3,1,0,68,0
31204,3.0,1,50,5.0,8,1,0,61,0
31205,2.0,1,26,4.0,4,1,0,84,0
31206,3.0,1,49,4.0,7,0,0,56,0
31208,2.0,5,33,3.0,7,0,0,50,0
31209,2.0,1,26,3.0,3,0,0,43,0
31210,2.0,1,43,4.0,7,0,0,57,0
31211,2.0,2,34,4.0,4,1,0,78,0
31213,2.0,2,30,4.0,5,1,0,52,0
31214,2.0,1,28,3.0,6,0,0,58,0
31215,2.0,2,29,4.0,2,0,0,72,0
31217,2.0,1,40,4.0,13,0,0,69,0
31218,2.0,1,41,3.0,6,0,0,60,0
31220,2.0,1,32,3.0,9,0,0,51,0
31221,2.0,1,26,3.0,3,0,0,78,0
31223,3.0,1,37,5.0,9,0,0,63,1
31224,2.0,1,29,1.0,6,0,0,51,0
31225,3.0,1,44,4.0,7,1,0,79,0
31226,2.0,1,52,3.0,12,0,0,53,0
31227,2.0,1,41,3.0,7,0,0,50,0
31228,2.0,1,29,5.0,2,0,0,51,0
31229,2.0,2,32,5.0,6,0,0,90,0
31230,2.0,1,35,1.0,5,0,0,49,0
31231,2.0,2,33,5.0,10,1,0,86,0
31232,2.0,1,29,2.0,3,0,0,48,0
31233,2.0,1,28,5.0,4,1,0,63,0
31234,2.0,1,29,3.0,7,0,0,69,0
31235,2.0,2,37,5.0,3,1,0,65,0
31237,3.0,4,50,3.0,7,0,0,63,0
31238,2.0,1,41,4.0,7,1,0,55,0
31239,2.0,2,26,3.0,2,0,0,80,0
31240,3.0,1,42,1.0,2,0,0,81,0
31241,3.0,1,47,1.0,19,0,0,81,0
31242,2.0,1,34,4.0,3,1,0,51,0
31243,2.0,1,40,3.0,10,0,0,87,0
31244,3.0,1,37,4.0,4,1,0,49,0
31245,3.0,1,36,4.0,4,1,0,82,0
31246,3.0,1,56,4.0,26,0,0,73,0
31247,2.0,1,51,3.0,19,0,0,77,0
31248,2.0,1,34,4.0,5,1,0,82,1
31250,2.0,1,31,3.0,4,0,0,46,0
31251,3.0,1,40,4.0,12,0,0,75,0
31252,2.0,1,40,5.0,2,1,0,61,0
31253,2.0,1,32,4.0,4,0,0,52,0
31254,3.0,1,35,2.0,8,0,0,58,0
31255,2.0,1,29,1.0,5,0,0,50,0
31256,2.0,1,31,3.0,5,0,0,59,0
31257,3.0,2,51,1.0,16,0,0,82,0
31258,2.0,1,25,4.0,4,1,0,83,0
31259,2.0,1,26,4.0,3,0,0,62,0
31260,3.0,1,33,2.0,6,1,0,48,0
31261,2.0,5,37,3.0,9,0,0,51,0
31262,2.0,1,30,5.0,5,1,0,58,0
31263,2.0,1,32,4.0,2,1,0,85,1
31265,2.0,3,26,3.0,2,0,0,54,0
31267,2.0,1,26,5.0,3,0,0,56,0
31268,3.0,1,30,3.0,5,1,0,81,0
31269,3.0,1,39,4.0,12,0,0,49,0
31270,2.0,1,27,3.0,3,1,0,69,0
31271,2.0,1,29,5.0,2,0,0,88,1
31272,2.0,2,33,5.0,2,1,0,79,0
31273,2.0,1,38,3.0,2,0,0,47,0
31274,2.0,1,26,1.0,2,0,0,80,0
31275,2.0,2,33,4.0,6,1,0,81,0
31277,2.0,1,50,3.0,12,0,0,48,0
31278,2.0,1,29,1.0,5,1,0,69,0
31279,2.0,1,31,5.0,5,1,0,58,1
31280,3.0,1,46,5.0,4,1,0,68,0
31281,3.0,1,40,3.0,9,0,0,78,0
31283,3.0,1,51,5.0,2,1,0,64,0
31284,3.0,1,32,5.0,6,1,0,77,0
31285,2.0,1,49,4.0,10,0,0,86,0
31286,2.0,1,32,3.0,3,0,0,47,0
31287,2.0,1,35,3.0,5,1,0,81,0
31288,2.0,1,38,3.0,11,1,1,48,0
31289,3.0,4,34,1.0,8,0,0,47,0
31290,3.0,1,30,4.0,7,1,0,47,0
31291,3.0,2,30,3.0,2,1,0,83,1
31292,2.0,1,39,3.0,7,1,0,61,0
31293,2.0,1,33,3.0,6,0,0,81,0
31295,2.0,1,38,2.0,2,0,0,77,0
31296,2.0,1,42,2.0,12,0,0,47,0
31298,2.0,1,35,1.0,3,0,0,61,0
31299,2.0,1,28,4.0,5,1,0,48,1
31300,3.0,3,33,1.0,7,0,0,46,0
31301,2.0,1,56,4.0,6,1,0,63,0
31302,2.0,1,28,5.0,3,1,0,61,0
31303,3.0,1,40,5.0,2,1,0,67,0
31304,2.0,1,29,5.0,3,0,0,62,0
31305,2.0,1,26,5.0,3,1,0,44,1
31306,2.0,2,42,3.0,7,0,0,86,0
31307,3.0,2,34,1.0,6,1,0,50,0
31308,3.0,3,35,3.0,5,0,0,83,0
31309,2.0,1,35,2.0,4,0,0,50,0
31310,2.0,1,52,5.0,19,0,0,49,0
31312,3.0,1,58,3.0,15,0,0,47,0
31313,3.0,1,33,5.0,5,1,0,62,0
31314,2.0,1,41,4.0,8,1,0,70,0
31315,2.0,1,32,3.0,6,0,0,57,0
31316,2.0,2,46,3.0,16,0,0,63,0
31317,2.0,1,49,5.0,19,0,0,50,0
31318,3.0,1,48,1.0,14,0,0,49,0
31319,2.0,1,30,4.0,2,0,0,63,0
31320,2.0,1,27,3.0,7,0,0,53,0
31321,3.0,1,32,4.0,6,0,0,58,0
31322,3.0,1,45,3.0,14,1,0,60,0
31323,2.0,1,27,4.0,2,0,0,87,0
31324,3.0,1,33,5.0,8,0,0,52,0
31325,2.0,2,32,3.0,3,1,0,69,0
31326,2.0,1,30,3.0,2,0,0,61,0
31327,2.0,2,36,3.0,12,0,0,48,0
31328,2.0,1,24,3.0,2,0,0,48,0
31329,2.0,1,29,3.0,2,0,0,49,0
31330,2.0,2,35,3.0,7,0,0,84,0
31332,3.0,1,41,5.0,12,1,0,61,0
31333,3.0,1,37,5.0,10,1,0,49,0
31334,2.0,3,28,1.0,7,0,0,50,0
31335,3.0,1,35,3.0,7,1,0,73,1
31336,2.0,1,28,3.0,6,1,0,87,1
31337,2.0,2,29,3.0,4,0,0,66,0
31338,2.0,2,27,5.0,2,1,0,84,0
31340,3.0,1,41,3.0,11,0,0,47,0
31341,2.0,1,30,5.0,5,1,0,49,1
31342,3.0,1,36,4.0,10,0,0,82,0
31343,3.0,1,42,4.0,17,1,0,55,1
31344,3.0,1,42,3.0,15,1,0,57,0
31345,2.0,1,33,5.0,4,0,0,81,1
31346,2.0,2,41,3.0,9,0,0,79,0
31347,1.0,1,26,4.0,3,1,0,60,0
31348,2.0,1,26,3.0,3,0,0,80,0
31349,2.0,1,29,4.0,7,0,0,47,0
31350,2.0,2,38,5.0,6,0,0,83,0
31351,3.0,1,39,4.0,12,1,0,78,0
31352,2.0,1,41,1.0,4,0,0,44,0
31353,3.0,1,40,2.0,12,0,0,50,0
31354,2.0,1,53,3.0,6,1,0,80,0
31355,3.0,1,38,5.0,11,0,0,69,1
31356,2.0,5,34,4.0,7,0,0,85,0
31357,2.0,1,31,1.0,10,0,0,57,0
31358,2.0,2,31,1.0,7,0,0,56,0
31360,2.0,1,29,5.0,6,0,0,59,0
31361,3.0,1,47,1.0,5,0,0,63,0
31362,3.0,1,48,1.0,5,0,0,79,0
31363,2.0,1,29,5.0,2,1,0,47,0
31364,2.0,1,40,1.0,4,0,0,48,0
31365,3.0,1,49,3.0,11,0,0,84,0
31366,2.0,1,44,5.0,4,1,0,88,0
31367,3.0,1,34,3.0,2,0,0,55,0
31368,3.0,2,34,1.0,10,0,0,49,0
31369,3.0,1,34,3.0,9,1,0,53,0
31370,3.0,1,45,4.0,15,0,0,68,0
31371,2.0,1,36,5.0,9,0,0,69,1
31372,2.0,1,36,1.0,4,1,0,52,0
31373,3.0,1,30,2.0,10,0,0,50,0
31374,3.0,1,55,1.0,6,0,0,70,0
31375,3.0,1,32,5.0,5,1,0,61,0
31376,2.0,1,31,1.0,6,1,1,46,0
31377,2.0,1,31,1.0,2,0,0,58,0
31378,2.0,1,29,1.0,3,1,0,52,0
31379,3.0,1,48,1.0,2,0,0,81,0
31380,3.0,1,33,3.0,6,0,0,72,1
31381,2.0,1,43,3.0,7,1,0,57,0
31382,2.0,1,34,3.0,10,1,0,69,0
31383,2.0,1,26,5.0,2,1,0,52,0
31385,2.0,1,29,1.0,4,0,0,64,0
31386,2.0,1,28,3.0,5,0,0,87,0
31387,2.0,1,34,1.0,8,1,0,71,0
31388,2.0,1,47,5.0,14,1,0,45,0
31389,2.0,1,29,4.0,3,1,0,84,0
31390,2.0,1,33,5.0,9,0,0,61,0
31391,2.0,2,59,4.0,3,0,0,84,0
31392,3.0,2,37,3.0,3,1,0,88,0
31393,2.0,1,32,3.0,6,0,0,60,0
31394,3.0,1,42,1.0,14,0,0,52,0
31395,3.0,1,55,3.0,7,1,0,78,0
31396,2.0,2,32,5.0,2,0,0,83,0
31397,3.0,2,52,3.0,16,0,0,59,0
31398,2.0,1,29,5.0,4,0,0,56,0
31399,3.0,1,49,5.0,6,1,0,59,0
31400,3.0,1,44,4.0,4,1,0,64,0
31401,2.0,1,31,3.0,7,0,0,55,0
31402,2.0,1,22,3.0,2,0,0,64,0
31403,2.0,1,30,5.0,9,0,1,82,1
31404,3.0,1,43,5.0,4,1,0,58,0
31405,2.0,1,56,4.0,7,0,0,42,0
31406,2.0,1,35,3.0,5,0,0,77,0
31407,3.0,1,35,5.0,7,0,0,80,0
31408,2.0,1,29,5.0,3,1,0,53,0
31410,2.0,4,29,1.0,4,0,0,52,0
31411,2.0,2,30,3.0,5,0,0,76,0
31412,3.0,1,35,3.0,3,1,0,86,0
31413,3.0,1,48,4.0,6,0,0,61,0
31414,2.0,1,39,5.0,4,1,0,62,0
31415,2.0,1,44,2.0,7,1,0,48,0
31416,2.0,1,28,5.0,4,1,1,96,1
31417,3.0,1,36,4.0,3,1,0,56,0
31418,2.0,1,32,4.0,7,1,0,47,0
31419,3.0,1,46,5.0,17,0,0,57,0
31420,2.0,1,25,4.0,3,0,0,79,0
31421,2.0,1,37,1.0,11,0,1,52,0
31422,2.0,2,28,2.0,4,0,0,68,0
31423,3.0,1,35,3.0,10,1,0,52,0
31424,3.0,1,45,3.0,6,0,0,61,0
31425,2.0,1,32,2.0,4,0,0,46,0
31426,2.0,2,32,5.0,5,1,0,87,0
31427,2.0,1,37,1.0,3,0,0,52,0
31428,3.0,1,33,3.0,6,1,0,67,0
31429,2.0,1,42,5.0,13,0,0,46,0
31430,2.0,1,26,4.0,2,0,0,63,0
31431,2.0,1,29,1.0,5,0,0,89,0
31432,2.0,1,26,2.0,2,0,0,71,0
31435,3.0,1,35,2.0,6,0,0,61,0
31436,2.0,2,30,1.0,2,0,0,48,0
31438,2.0,1,26,3.0,3,1,0,70,0
31439,2.0,1,26,3.0,2,0,0,59,0
31441,2.0,1,34,3.0,6,0,0,48,0
31442,1.0,2,23,4.0,2,0,0,53,0
31443,3.0,1,50,3.0,20,1,0,80,1
31444,3.0,1,32,3.0,8,0,0,73,0
31445,2.0,1,31,3.0,5,1,0,59,0
31446,3.0,1,50,4.0,11,1,0,99,1
31447,3.0,1,58,5.0,17,0,0,70,0
31448,2.0,1,56,4.0,12,0,0,48,0
31449,2.0,1,29,3.0,2,0,0,81,0
31451,3.0,1,36,3.0,10,0,0,48,0
31452,2.0,1,33,5.0,5,1,0,84,0
31453,2.0,1,28,3.0,4,0,0,51,0
31455,2.0,1,28,2.0,5,0,0,49,0
31457,3.0,1,41,4.0,17,0,0,61,0
31458,2.0,1,29,4.0,2,0,0,84,0
31459,2.0,1,51,5.0,5,1,0,69,0
31461,3.0,1,59,5.0,7,0,0,81,1
31463,2.0,1,39,5.0,11,0,0,52,0
31464,3.0,1,38,1.0,9,0,0,49,0
31465,3.0,1,33,4.0,5,0,0,78,0
31466,2.0,1,44,5.0,13,1,0,80,1
31467,2.0,2,34,3.0,7,1,0,63,1
31469,3.0,1,37,5.0,10,0,0,56,0
31470,2.0,2,29,3.0,6,0,0,86,0
31471,3.0,1,37,3.0,8,0,0,58,0
31474,2.0,1,34,3.0,6,0,0,83,0
31475,2.0,1,34,4.0,5,0,0,46,0
31477,2.0,1,34,3.0,10,0,0,54,0
31478,2.0,1,29,4.0,5,1,0,60,0
31479,2.0,2,38,1.0,4,1,0,53,0
31480,3.0,2,46,4.0,6,1,0,77,0
31481,2.0,1,31,3.0,6,0,0,59,0
31483,3.0,1,32,3.0,5,0,0,51,0
31484,3.0,1,34,3.0,6,0,0,49,0
31485,2.0,1,34,1.0,11,0,0,61,0
31486,2.0,2,30,4.0,2,1,0,64,0
31487,2.0,1,45,3.0,17,0,0,68,0
31488,3.0,1,33,4.0,7,0,0,82,0
31489,2.0,1,29,3.0,5,0,0,85,0
31491,2.0,1,24,4.0,3,0,0,58,0
31492,2.0,1,30,2.0,7,0,0,64,0
31493,2.0,1,49,5.0,7,0,0,82,0
31494,2.0,1,50,5.0,9,0,0,62,1
31495,2.0,1,38,3.0,8,1,0,73,0
31496,3.0,1,37,3.0,9,1,0,81,0
31497,2.0,6,29,3.0,10,0,0,51,0
31498,3.0,3,35,3.0,9,0,0,72,0
31499,2.0,2,34,3.0,4,0,0,88,0
31500,3.0,1,51,5.0,10,0,0,62,0
31501,2.0,1,34,4.0,8,0,0,46,0
31502,2.0,1,33,3.0,10,0,0,84,0
31503,3.0,2,34,3.0,10,0,0,76,0
31504,3.0,1,37,4.0,4,0,0,70,0
31505,2.0,1,30,1.0,3,0,0,53,0
31506,3.0,1,49,1.0,20,0,0,53,0
31507,2.0,1,30,5.0,2,1,0,57,0
31508,2.0,1,24,4.0,2,0,0,84,0
31509,3.0,1,59,3.0,17,0,0,52,0
31510,1.0,1,26,3.0,4,1,0,57,0
31511,3.0,1,41,5.0,4,1,0,58,0
31512,3.0,1,44,3.0,3,0,0,46,0
31513,2.0,1,44,4.0,4,1,0,71,0
31514,2.0,1,29,5.0,4,1,0,51,1
31516,2.0,1,28,5.0,5,1,0,56,0
31517,3.0,1,42,1.0,4,0,0,58,0
31518,2.0,1,40,4.0,12,0,0,59,0
31520,2.0,1,32,4.0,5,0,0,61,0
31521,2.0,1,29,3.0,4,1,0,58,0
31522,2.0,1,30,5.0,7,0,0,57,0
31523,3.0,1,32,3.0,3,0,0,47,0
31524,2.0,1,31,3.0,6,0,0,52,0
31525,3.0,1,36,3.0,10,0,0,48,0
31526,2.0,5,30,3.0,3,0,0,53,0
31527,3.0,1,55,3.0,16,0,0,83,0
31529,2.0,1,47,3.0,5,0,0,67,0
31530,2.0,1,29,3.0,4,0,0,88,0
31531,2.0,1,29,3.0,3,0,0,58,0
31532,2.0,1,28,4.0,2,0,0,50,0
31533,2.0,1,29,3.0,4,1,0,92,1
31534,1.0,1,25,5.0,2,1,0,69,1
31535,2.0,2,34,4.0,6,0,0,49,0
31536,3.0,1,33,5.0,9,1,0,60,0
31537,3.0,1,36,5.0,4,0,0,82,0
31538,3.0,1,36,5.0,4,1,0,66,0
31539,2.0,2,31,5.0,5,1,0,69,0
31540,2.0,1,45,1.0,13,0,0,44,0
31541,2.0,2,41,1.0,8,0,0,48,0
31542,2.0,2,39,5.0,5,1,0,50,0
31543,3.0,1,34,5.0,7,0,0,80,0
31544,3.0,1,36,5.0,2,1,0,58,0
31545,2.0,1,28,5.0,3,1,0,62,0
31546,2.0,1,32,5.0,5,1,0,48,0
31547,2.0,1,27,1.0,4,0,0,49,0
31549,3.0,1,46,4.0,7,0,0,55,0
31550,3.0,2,32,3.0,2,1,0,70,0
31552,3.0,1,35,5.0,8,0,0,49,0
31553,3.0,1,50,3.0,18,0,0,47,0
31554,2.0,1,31,4.0,4,1,0,75,0
31555,2.0,1,29,5.0,3,1,0,86,1
31556,2.0,1,30,5.0,3,1,0,51,0
31558,2.0,1,27,1.0,3,0,0,46,0
31559,2.0,1,29,4.0,3,0,0,47,0
31560,2.0,1,31,5.0,3,1,0,58,0
31561,2.0,2,32,5.0,4,1,0,60,1
31562,3.0,2,31,5.0,3,1,0,55,0
